keys,en,ja,fr,de,es,it,ko,zh_HK,zh
NAME_PkMn_TAPULELE,Tapu Lele,カプ・テテフ,Tokopiyon,Kapu-Fala,Tapu Lele,Tapu Lele,카푸나비나,卡璞・蝶蝶,卡璞・蝶蝶
NAME_PkMn_TAPUBULU,Tapu Bulu,カプ・ブルル,Tokotoro,Kapu-Toro,Tapu Bulu,Tapu Bulu,카푸브루루,卡璞・哞哞,卡璞・哞哞
NAME_PkMn_TAPUFINI,Tapu Fini,カプ・レヒレ,Tokopisco,Kapu-Kime,Tapu Fini,Tapu Fini,카푸느지느,卡璞・鰭鰭,卡璞・鳍鳍
NAME_PkMn_COSMOG,Cosmog,コスモッグ,Cosmog,Cosmog,Cosmog,Cosmog,코스모그,科斯莫古,科斯莫古
NAME_PkMn_COSMOEM,Cosmoem,コスモウム,Cosmovum,Cosmovum,Cosmoem,Cosmoem,코스모움,科斯莫姆,科斯莫姆
NAME_PkMn_SOLGALEO,Solgaleo,ソルガレオ,Solgaleo,Solgaleo,Solgaleo,Solgaleo,솔가레오,索爾迦雷歐,索尔迦雷欧
NAME_PkMn_LUNALA,Lunala,ルナアーラ,Lunala,Lunala,Lunala,Lunala,루나아라,露奈雅拉,露奈雅拉
NAME_PkMn_NIHILEGO,Nihilego,ウツロイド,Zeroïd,Anego,Nihilego,Nihilego,텅비드,虛吾伊德,虚吾伊德
NAME_PkMn_BUZZWOLE,Buzzwole,マッシブーン,Mouscoto,Masskito,Buzzwole,Buzzwole,매시붕,爆肌蚊,爆肌蚊
NAME_PkMn_PHEROMOSA,Pheromosa,フェローチェ,Cancrelove,Schabelle,Pheromosa,Pheromosa,페로코체,費洛美螂,费洛美螂
NAME_PkMn_XURKITREE,Xurkitree,デンジュモク,Câblifère,Voltriant,Xurkitree,Xurkitree,전수목,電束木,电束木
NAME_PkMn_CELESTEELA,Celesteela,テッカグヤ,Bamboiselle,Kaguron,Celesteela,Celesteela,철화구야,鐵火輝夜,铁火辉夜
NAME_PkMn_KARTANA,Kartana,カミツルギ,Katagami,Katagami,Kartana,Kartana,종이신도,紙御劍,纸御剑
NAME_PkMn_GUZZLORD,Guzzlord,アクジキング,Engloutyran,Schlingking,Guzzlord,Guzzlord,악식킹,惡食大王,恶食大王
NAME_PkMn_NECROZMA,Necrozma,ネクロスマ,Necrozma,Necrozma,Necrozma,Necrozma,네크로즈마,奈克洛茲瑪,奈克洛兹玛
NAME_PkMn_MAGEARNA,Magearna,マギアナ,Magearna,Magearna,Magearna,Magearna,마기아나,瑪機雅娜,玛机雅娜
NAME_PkMn_MARSHADOW,Marshadow,マーシャドー,Marshadow,Marshadow,Marshadow,Marshadow,마샤도,瑪夏多,玛夏多
NAME_PkMn_POIPOLE,Poipole,ベベノム,Vémini,Venicro,Poipole,Poipole,베베놈,毒貝比,毒贝比
NAME_PkMn_NAGANADEL,Naganadel,アーゴヨン,Mandrillon,Agoyon,Naganadel,Naganadel,아고용,四顎針龍,四颚针龙
NAME_PkMn_STAKATAKA,Stakataka,ツンデツンデ,Ama-Ama,Muramura,Stakataka,Stakataka,차곡차곡,壘磊石,垒磊石
NAME_PkMn_BLACEPHALON,Blacephalon,ズガドーン,Pierroteknik,Kopplosio,Blacephalon,Blacephalon,두파팡,砰頭小丑,砰头小丑
NAME_PkMn_ZERAORA,Zeraora,ゼラオラ,Zeraora,Zeraora,Zeraora,Zeraora,제라오라,捷拉奧拉,捷拉奥拉
NAME_PkMn_MELTAN,Meltan,メルタン,Meltan,Meltan,Meltan,Meltan,멜탄,美錄坦,美录坦
NAME_PkMn_MELMETAL,Melmetal,メルメタル,Melmetal,Melmetal,Melmetal,Melmetal,멜메탈,美錄梅塔,美录梅塔
NAME_PkMn_GROOKEY,Grookey,サルノリ,Ouistempo,Chimpep,Grookey,Grookey,흥나숭,敲音猴,敲音猴
NAME_PkMn_THWAKEY,Thwakey,バチンキー,Badabouin,Chimstix,Thwakey,Thwakey,채키몽,啪咚猴,啪咚猴
NAME_PkMn_RILLABOOM,Rillaboom,ゴリランダー,Gorythmic,Gortrom,Rillaboom,Rillaboom,고릴타,轟擂金剛猩,轰擂金刚猩
NAME_PkMn_SCORBUNNY,Scorbunny,ヒバニー,Flambino,Hopplo,Scorbunny,Scorbunny,염버니,炎兔兒,炎兔儿
NAME_PkMn_RABOOT,Raboot,ラビフット,Lapyro,Kickerlo,Raboot,Raboot,래비풋,騰蹴小將,腾蹴小将
NAME_PkMn_CINDERACE,Cinderace,エースバーン,Pyrobut,Liberlo,Cinderace,Cinderace,에이스번,閃焰王牌,闪焰王牌
NAME_PkMn_SOBBLE,Sobble,メッソン,Larméléon,Memmeon,Sobble,Sobble,울머기,淚眼蜥,泪眼蜥
NAME_PkMn_DRIZZILE,Drizzile,ジメレオン,Arrozard,Phlegleon,Drizzile,Drizzile,누겔레온,變澀蜥,变涩蜥
NAME_PkMn_INTELEON,Inteleon,インテレオン,Lézargus,Intelleon,Inteleon,Inteleon,인텔리레온,千面避役,千面避役
NAME_PkMn_SKOWVET,Skowvet,ホシガリス,Rongourmand,Raffel,Skowvet,Skowvet,탐리스,貪心栗鼠,贪心栗鼠
NAME_PkMn_GREEDENT,Greedent,ヨクバリス,Rongrigou,Schlaraffel,Greedent,Greedent,요씽리스,藏飽栗鼠,藏饱栗鼠
NAME_PkMn_ROOKIDEE,Rookidee,ココガラ,Minisange,Meikro,Rookidee,Rookidee,파라꼬,稚山雀,稚山雀
NAME_PkMn_CORVISQUIRE,Corvisquire,アオガラス,Bleuseille,Kranoviz,Corvisquire,Corvisquire,파크로우,藍鴉,蓝鸦
NAME_PkMn_CORVIKNIGHT,Corviknight,アーマーガア,Corvaillus,Krarmor,Corviknight,Corviknight,아머까오,鋼鎧鴉,钢铠鸦
NAME_PkMn_BLIPBUG,Blipbug,サッチミシ,Larvadar,Sensect,Blipbug,Blipbug,두루지벌레,索偵蟲,索侦虫
NAME_PkMn_DOTTLER,Dottler,レドームシ,Coléodôme,Keradar,Dottler,Dottler,레돔벌레,天罩蟲,天罩虫
NAME_PkMn_ORBEETLE,Orbeetle,イオルブ,Astronelle,Maritellit,Orbeetle,Orbeetle,이올브,以歐路普,以欧路普
NAME_PkMn_NICKIT,Nickit,クスネ,Goupilou,Kleptifux,Nickit,Nickit,훔처우,偷兒狐,狡小狐
NAME_PkMn_THIEVUL,Thievul,フォクスライ,Roublenard,Gaunux,Thievul,Thievul,폭슬라이,狐大盜,猾大狐
NAME_PkMn_GOSSIFLEUR,Gossifleur,ヒメンカ,Tournicoton,Cottini,Gossifleur,Gossifleur,꼬모카,幼棉棉,幼棉棉
NAME_PkMn_ELDEGOSS,Eldegoss,ワタシラガ,Blancoton,Cottomi,Eldegoss,Eldegoss,백솜모카,白蓬蓬,白蓬蓬
NAME_PkMn_WOOLOO,Wooloo,ウールー,Moumouton,Wolly,Wooloo,Wooloo,우르,毛辮羊,毛辫羊
NAME_PkMn_DUBWOOL,Dubwool,バイウールー,Moumouflon,Zwollock,Dubwool,Dubwool,배우르,毛毛角羊,毛毛角羊
NAME_PkMn_CHEWTLE,Chewtle,カムカメ,Khélocrok,Kamehaps,Chewtle,Chewtle,깨물부기,咬咬龜,咬咬龟
NAME_PkMn_DREDNAW,Drednaw,カジリガメ,Torgamord,Kamalm,Drednaw,Drednaw,갈가부기,暴噬龜,暴噬龟
NAME_PkMn_YAMPER,Yamper,ワンパチ,Voltoutou,Voldi,Yamper,Yamper,멍파치,來電汪,来电汪
NAME_PkMn_BOLTUND,Boltund,パルスワン,Fulgudog,Bellektro,Boltund,Boltund,펄스멍,逐電犬,逐电犬
NAME_PkMn_ROLYCOLY,Rolycoly,タンドン,Charbi,Klonkette,Rolycoly,Rolycoly,탄동,小炭仔,小炭仔
NAME_PkMn_CARKOL,Carkol,トロッゴン,Wagomine,Wagong,Carkol,Carkol,탄차곤,大炭車,大炭车
NAME_PkMn_COALOSSAL,Coalossal,セキタンザン,Monthracite,Montecarbo,Coalossal,Coalossal,석탄산,巨炭山,巨炭山
NAME_PkMn_APPLIN,Applin,カジッチュ,Verpom,Knapfel,Applin,Applin,과사삭벌레,啃果蟲,啃果虫
NAME_PkMn_FLAPPLE,Flapple,アップリュー,Pomdrapi,Drapfel,Flapple,Flapple,애프룡,蘋裹龍,苹裹龙
NAME_PkMn_APPLETUN,Appletun,タルップル,Dratatin,Schlapfel,Appletun,Appletun,단지래플,豐蜜龍,丰蜜龙
NAME_PkMn_SILICOBRA,Silicobra,スナヘビ,Dunaja,Salanga,Silicobra,Silicobra,모래뱀,沙包蛇,沙包蛇
NAME_PkMn_SANDACONDA,Sandaconda,サダイジャ,Dunaconda,Sanaconda,Sandaconda,Sandaconda,사다이사,沙螺蟒,沙螺蟒
NAME_PkMn_CRAMORANT,Cramorant,ウッウ,Nigosier,Urgl,Cramorant,Cramorant,윽우지,古月鳥,古月鸟
NAME_PkMn_ARROKUDA,Arrokuda,サシカマス,Embrochet,Pikuda,Arrokuda,Arrokuda,찌로꼬치,刺梭魚,刺梭鱼
NAME_PkMn_BARRASKEWDA,Barraskewda,カマスジョー,Hastacuda,Barrakiefa,Barraskewda,Barraskewda,꼬치조,戽斗尖梭,戽斗尖梭
NAME_PkMn_TOXEL,Toxel,エレゼン,Toxizap,Toxel,Toxel,Toxel,일레즌,毒電嬰,电音婴
NAME_PkMn_TOXTRICITY,Toxtricity,ストリンダー,Salarsen,Riffex,Toxtricity,Toxtricity,스트린더,顫弦蠑螈,颤弦蝾螈
NAME_PkMn_SIZZLIPEDE,Sizzlipede,ヤクデ,Grillepattes,Thermopod,Sizzlipede,Sizzlipede,태우지네,燒火蚣,烧火蚣
NAME_PkMn_CENTISKORCH,Centiskorch,マルヤクデ,Scolocendre,Infernopod,Centiskorch,Centiskorch,다태우지네,焚焰蚣,焚焰蚣
NAME_PkMn_CLOBBOPUS,Clobbopus,タタッコ,Poulpaf,Klopptopus,Clobbopus,Clobbopus,때때무노,拳拳蛸,拳拳蛸
NAME_PkMn_GRAPPLOCT,Grapploct,オトスパス,Krakos,Kaocto,Grapploct,Grapploct,케오퍼스,八爪武師,八爪武师
NAME_PkMn_SINISTEA,Sinistea,ヤバチャ,Théffroi,Fatalitee,Sinistea,Sinistea,데인차,來悲茶,來悲茶
NAME_PkMn_POLTEAGEIST,Polteageist,ポットデス,Polthégeist,Mortipot,Polteageist,Polteageist,포트데스,怖思壺,怖思壶
NAME_PkMn_HATENNA,Hatenna,ミブリム,Bibichut,Brimova,Hatenna,Hatenna,몸지브림,迷布莉姆,迷布莉姆
NAME_PkMn_HATTREM,Hattrem,テブリム,Chapotus,Brimano,Hattrem,Hattrem,손지브림,提布莉姆,提布莉姆
NAME_PkMn_HATTERENE,Hatterene,ブリムオン,Sorcilence,Silembrim,Hatterene,Hatterene,브리무음,布莉姆溫,布莉姆温
NAME_PkMn_IMPIDIMP,Impidimp,ベロバー,Grimalin,Bähmon,Impidimp,Impidimp,메롱꿍,搗蛋小妖,捣蛋小妖
NAME_PkMn_MORGREM,Morgrem,ギモー,Fourbelin,Pelzebub,Morgrem,Morgrem,쏘겨모,詐唬魔,诈唬魔
NAME_PkMn_GRIMMSNARL,Grimmsnarl,オーロンゲ,Angoliath,Olangaar,Grimmsnarl,Grimmsnarl,오롱털,長毛巨魔,长毛巨魔
NAME_PkMn_OBSTAGOON,Obstagoon,タチフサグマ,Ixon,Barrikadax,Obstagoon,Obstagoon,가로막구리,堵攔熊,堵拦熊
NAME_PkMn_PERRSERKER,Perrserker,ニャイキング,Berserkatt,Mauzinger,Perrserker,Perrserker,나이킹,喵頭目,喵头目
NAME_PkMn_CURSOLA,Cursola,サニゴーン,Corayôme,Gorgasonn,Cursola,Cursola,산호르곤,魔靈珊瑚,魔灵珊瑚
NAME_PkMn_SIRFETCHD,Sirfetch'd,ネギガナイト,Palarticho,Lauchzelot,Sirfetch'd,Sirfetch'd,창파나이트,蔥遊兵,葱游兵
NAME_PkMn_MRRIME,Mr. Rime,バリコオル,M. Glaquette,Pantifrost,Mr. Rime,Mr. Rime,마임꽁꽁,踏冰人偶,踏冰人偶
NAME_PkMn_RUNERIGUS,Runerigus,デスバーン,Tutétékri,Oghnatoll,Runerigus,Runerigus,데스판,死神板,迭失板
NAME_PkMn_MILCERY,Milcery,マホミル,Crèmy,Hokumil,Milcery,Milcery,마빌크,小仙奶,小仙奶
NAME_PkMn_ALCREMIE,Alcremie,マホイップ,Charmilly,Pokusan,Alcremie,Alcremie,마휘핑,霜奶仙,霜奶仙
NAME_PkMn_FALINKS,Falinks,タイレーツ,Hexadron,Legios,Falinks,Falinks,대여르,列陣兵,列阵兵
NAME_PkMn_PINCHURCHIN,Pinchurchin,バチンウニ,Wattapik,Britzigel,Pinchurchin,Pinchurchin,찌르성게,啪嚓海膽,啪嚓海胆
NAME_PkMn_SNOM,Snom,ユキハミ,Frissonille,Snomnom,Snom,Snom,누니머기,雪吞蟲,雪吞虫
NAME_PkMn_FROSMOTH,Frosmoth,モスノウ,Beldeneige,Mottineva,Frosmoth,Frosmoth,모스노우,雪絨蛾,雪绒蛾
NAME_PkMn_STONJOURNER,Stonjourner,イシヘンジン,Dolman,Humanolith,Stonjourner,Stonjourner,돌헨진,巨石丁,巨石丁
NAME_PkMn_EISCUE,Eiscue,コオリッポ,Bekaglaçon,Kubuin,Eiscue,Eiscue,빙큐보,冰砌鵝,冰砌鹅
NAME_PkMn_INDEEDEE,Indeedee,イエッサン,Wimessir,Servol,Indeedee,Indeedee,에써르,愛管侍,爱管侍
NAME_PkMn_MORPEKO,Morpeko,モモルペコ,Morpeko,Morpeko,Morpeko,Morpeko,모르페코,莫魯貝可,莫鲁贝可
NAME_PkMn_CUFANT,Cufant,ゾウドウ,Charibari,Kupfanti,Cufant,Cufant,끼리동,銅象,铜象
NAME_PkMn_COPPERAJAH,Copperajah,ダイオウドウ,Pachyradjah,Patinaraja,Copperajah,Copperajah,대왕끼리동,大王銅象,大王铜象
NAME_PkMn_DRACOZOLT,Dracozolt,パッチラゴン,Galvagon,Lectragon,Dracozolt,Dracozolt,파치래곤,雷鳥龍,雷鸟龙
NAME_PkMn_ARCTOZOLT,Arctozolt,パッチルドン,Galvagla,Lecryodon,Arctozolt,Arctozolt,파치르돈,雷鳥海獸,雷鸟海兽
NAME_PkMn_DRACOVISH,Dracovish,ウオノラゴン,Hydragon,Pescragon,Dracovish,Dracovish,어래곤,鰓魚龍,鳃鱼龙
NAME_PkMn_ARCTOVISH,Arctovish,ウオノルドン,Hydragla,Pescryodon,Arctovish,Arctovish,어치르돈,鰓魚海獸,鳃鱼海兽
NAME_PkMn_DURALUDON,Duraludon,ジュラルドン,Duralugon,Duraludon,Duraludon,Duraludon,두랄루돈,鋁鋼龍,铝钢龙
NAME_PkMn_DREEPY,Dreepy,ドラメシヤ,Fantyrm,Grolldra,Dreepy,Dreepy,드라꼰,多龍梅西亞,多龙梅西亚
NAME_PkMn_DRAKLOAK,Drakloak,ドロンチ,Dispareptil,Phandra,Drakloak,Drakloak,드래런치,多龍奇,多龙奇
NAME_PkMn_DRAGAPULT,Dragapult,ドラパルト,Lanssorien,Katapuldra,Dragapult,Dragapult,드래펄트,多龍巴魯托,多龙巴鲁托
NAME_PkMn_ZACIAN,Zacian,ザシアン,Zacian,Zacian,Zacian,Zacian,자시안,蒼響,苍响
NAME_PkMn_ZAMAZANTA,Zamazanta,ザマゼンタ,Zamazanta,Zamazanta,Zamazanta,Zamazanta,자마젠타,藏瑪然特,藏玛然特
NAME_PkMn_ETERNATUS,Eternatus,ムゲンダイナ,Éthernatos,Endynalos,Eternatus,Eternatus,무한다이노,無極汰那,无极汰那
NAME_PkMn_KUBFU,Kubfu,ダクマ,Wushours,Dakuma,Kubfu,Kubfu,치고마,熊徒弟,熊徒弟
NAME_PkMn_URSHIFU,Urshifu,ウーラオス,Shifours,Wulaosu,Urshifu,Urshifu,우라오스,武道熊師,武道熊师
NAME_PkMn_ZARUDE,Zarude,ザルード,Zarude,Zarude,Zarude,Zarude,자루도,薩戮德,萨戮德
NAME_PkMn_REGIELEKI,Regieleki,レジイレキ,Regieleki,Regieleki,Regieleki,Regieleki,레지에레키,雷吉艾勒奇,雷吉艾勒奇
NAME_PkMn_REGIDRAGO,Regidrago,レジドラゴ,Regidrago,Regidrago,Regidrago,Regidrago,레지드래고,雷吉鐸拉戈,雷吉铎拉戈
NAME_PkMn_GLASTRIER,Glastrier,ブラザポス,Blizzeval,Polaross,Glastrier,Glastrier,블리자포스,雪暴馬,雪暴马
NAME_PkMn_SPECTRIER,Spectrier,ライスポス,Spectreval,Phantoross,Spectrier,Spectrier,레이스포스,靈幽馬,灵幽马
NAME_PkMn_CALYREX,Calyrex,バドレックス,Sylveroy,Coronospa,Calyrex,Calyrex,버드렉스,蕾冠王,蕾冠王
NAME_PkMn_WYRDEER,Wyrdeer,アヤシシ,Cerbyllin,Damythir,Wyrdeer,Wyrdeer,신비록,詭角鹿,诡角鹿
NAME_PkMn_KLEAVOR,Kleavor,バサギリ,Hachécateur,Axantor,Kleavor,Kleavor,사마자르,劈斧螳螂,劈斧螳螂
NAME_PkMn_URSALUNA,Ursaluna,ガチグマ,Ursaking,Ursaluna,Ursaluna,Ursaluna,다투곰,月月熊,月月熊
NAME_PkMn_BASCULEGION,Basculegion,イヤイトウ,Paragruel,Salmagnis,Basculegion,Basculegion,대쓰여너,幽尾玄魚,幽尾玄鱼
NAME_PkMn_SNEASLER,Sneasler,オオニューラ,Farfurex,Snieboss,Sneasler,Sneasler,포푸니크,大狃拉,大狃拉
NAME_PkMn_OVERQWIL,Overqwil,ハリーマン,Qwilpik,Myriador,Overqwil,Overqwil,장침바루,萬針魚,万针鱼
NAME_PkMn_ENAMORUS,Enamorus,ラブトロス,Amovénus,Cupidos,Enamorus,Enamorus,러브로스,眷戀雲,眷恋云
NAME_PkMn_SPRIGATITO,Sprigatito,ニャオハ,Poussacha,Felori,Sprigatito,Sprigatito,나오하,新葉喵,新叶喵
NAME_PkMn_FLORAGATO,Floragato,ニャローテ,Matourgeon,Feliospa,Floragato,Floragato,나로테,蒂蕾喵,蒂蕾喵
NAME_PkMn_MEOWSCARDA,Meowscarda,マスカーニャ,Miascarade,Maskagato,Meowscarda,Meowscarda,마스카나,魔幻假面喵,魔幻假面喵
NAME_PkMn_FUECOCO,Fuecoco,ホゲータ,Chochodile,Krokel,Fuecoco,Fuecoco,뜨아거,呆火鱷,呆火鳄
NAME_PkMn_CROCALOR,Crocalor,アチゲータ,Crocogril,Lokroko,Crocalor,Crocalor,악뜨거,炙燙鱷,炙烫鳄
NAME_PkMn_SKELEDIRGE,Skeledirge,ラウドボーン,Flâmigator,Skelokrok,Skeledirge,Skeledirge,라우드본,骨紋巨聲鱷,骨纹巨声鳄
NAME_PkMn_QUAXLY,Quaxly,クワッス,Coiffeton,Kwaks,Quaxly,Quaxly,꾸왁스,潤水鴨,润水鸭
NAME_PkMn_QUAXWELL,Quaxwell,ウェルカモ,Canarbello,Fuentente,Quaxwell,Quaxwell,아꾸왁,湧躍鴨,涌跃鸭
NAME_PkMn_QUAQUAVEL,Quaquavel,ウェーニバル,Palmaval,Bailonda,Quaquavel,Quaquavel,웨이니발,狂歡浪舞鴨,狂欢浪舞鸭
NAME_PkMn_LECHONK,Lechonk,グルトン,Gourmelet,Ferkuli,Lechonk,Lechonk,맛보돈,愛吃豚,爱吃豚
NAME_PkMn_OINKOLOGNE,Oinkologne,パフュートン,Fragroin,Fragrunz,Oinkologne,Oinkologne,퍼퓨돈,飄香豚,飘香豚
NAME_PkMn_TAROUNTULA,Tarountula,タマンチュラ,Tissenboule,Tarundel,Tarountula,Tarountula,타랜툴라,團珠蛛,团珠蛛
NAME_PkMn_SPIDOPS,Spidops,ワナイダー,Filentrappe,Spinsidias,Spidops,Spidops,트래피더,操陷蛛,操陷蛛
NAME_PkMn_NYMBLE,Nymble,マメバッタ,Lilliterelle,Micrick,Nymble,Nymble,콩알뚜기,豆蟋蟀,豆蟋蟀
NAME_PkMn_LOKIX,Lokix,エクスレッグ,Gamblex,Lextremo,Lokix,Lokix,엑스레그,烈腿蝗,烈腿蝗
NAME_PkMn_PAWMI,Pawmi,パモ,Pohm,Pamo,Pawmi,Pawmi,빠모,布撥,布拨
NAME_PkMn_PAWMO,Pawmo,パモット,Pohmotte,Pamamo,Pawmo,Pawmo,빠모트,布土撥,布土拨
NAME_PkMn_PAWMOT,Pawmot,パーモット,Pohmarmotte,Pamomamo,Pawmot,Pawmot,빠르모트,巴布土撥,巴布土拨
NAME_PkMn_TANDEMAUS,Tandemaus,ワッカネズミ,Compagnol,Zwieps,Tandemaus,Tandemaus,두리쥐,一對鼠,一对鼠
NAME_PkMn_MAUSHOLD,Maushold,イッカネズミ,Famignol,Famieps,Maushold,Maushold,파밀리쥐,一家鼠,一家鼠
NAME_PkMn_FIDOUGH,Fidough,パピモッチ,Pâtachiot,Hefel,Fidough,Fidough,쫀도기,狗仔包,狗仔包
NAME_PkMn_DACHSBUN,Dachsbun,バウッツエル,Briochien,Backel,Dachsbun,Dachsbun,바우첼,麻花犬,麻花犬
NAME_PkMn_SMOLIV,Smoliv,ミニーブ,Olivini,Olini,Smoliv,Smoliv,미니브,迷你芙,迷你芙
NAME_PkMn_DOLLIV,Dolliv,オリーニョ,Olivado,Olivinio,Dolliv,Dolliv,올리뇨,奧利紐,奥利纽
NAME_PkMn_ARBOLIVA,Arboliva,オリーヴァ,Arboliva,Olithena,Arboliva,Arboliva,올리르바,奧利瓦,奥利瓦
NAME_PkMn_SQUAWKABILLY,Squawkabilly,イキリンコ,Tapatoès,Krawalloro,Squawkabilly,Squawkabilly,시비꼬,怒鸚哥,怒鹦哥
NAME_PkMn_NACLI,Nacli,コジオ,Selutin,Geosali,Nacli,Nacli,베베솔트,鹽石寶,盐石宝
NAME_PkMn_NACLSTACK,Naclstack,ジオヅム,Amassel,Sedisal,Naclstack,Naclstack,스태솔트,鹽石壘,盐石垒
NAME_PkMn_GARGANACL,Garganacl,キョジオーン,Gigansel,Saltigant,Garganacl,Garganacl,콜로솔트,鹽石巨靈,盐石巨灵
NAME_PkMn_CHARCADET,Charcadet,カルボウ,Charbambin,Knarbon,Charcadet,Charcadet,카르본,炭小侍,炭小侍
NAME_PkMn_ARMAROUGE,Armarouge,グレンアルマ,Carmadura,Crimanzo,Armarouge,Armarouge,카디나르마,紅蓮鎧騎,红莲铠骑
NAME_PkMn_CERULEDGE,Ceruledge,ソウブレイズ,Malvalame,Azugladis,Ceruledge,Ceruledge,파라블레이즈,蒼炎刃鬼,苍炎刃鬼
NAME_PkMn_TADBULB,Tadbulb,ズピカ,Têtampoule,Blipp,Tadbulb,Tadbulb,빈나두,光蚪仔,光蚪仔
NAME_PkMn_BELLIBOLT,Bellibolt,ハラバリー,Ampibidou,Wampitz,Bellibolt,Bellibolt,찌리배리,電肚蛙,电肚蛙
NAME_PkMn_WATTREL,Wattrel,カイデン,Zapétrel,Voltrel,Wattrel,Wattrel,찌리비,電海燕,电海燕
NAME_PkMn_KILOWATTREL,Kilowattrel,タイカイデン,Fulgulairo,Voltrean,Kilowattrel,Kilowattrel,찌리비크,大電海燕,大电海燕
NAME_PkMn_MASCHIFF,Maschiff,オラチフ,Grondogue,Mobtiff,Maschiff,Maschiff,오라티프,偶叫獒,偶叫獒
NAME_PkMn_MABOSSTIFF,Mabosstiff,マフィティフ,Dogrino,Mastifioso,Mabosstiff,Mabosstiff,마피티프,獒教父,獒教父
NAME_PkMn_SHROODLE,Shroodle,シルシュルー,Gribouraigne,Sproxi,Shroodle,Shroodle,땃쭈르,滋汁鼴,滋汁鼹
NAME_PkMn_GRAFAIAI,Grafaiai,タギングル,Tag-Tag,Affiti,Grafaiai,Grafaiai,태깅구르,塗標客,涂标客
NAME_PkMn_BRAMBLIN,Bramblin,アノクサ,Virovent,Weherba,Bramblin,Bramblin,그푸리,納噬草,纳噬草
NAME_PkMn_BRAMBLEGHAST,Brambleghast,アノホラグサ,Virevorreur,Horrerba,Brambleghast,Brambleghast,공푸리,怖納噬草,怖纳噬草
NAME_PkMn_TOEDSCOOL,Toedscool,ノノクラゲ,Terracool,Tentagra,Toedscool,Toedscool,들눈해,原野水母,原野水母
NAME_PkMn_TOADSCRUEL,Toadscruel,リククラゲ,Terracruel,Tenterra,Toadscruel,Toadscruel,육파리,陸地水母,陆地水母
NAME_PkMn_KLAWF,Klawf,ガケガニ,Craparoi,Klibbe,Klawf,Klawf,절벼게,毛崖蟹,毛崖蟹
NAME_PkMn_CAPSAKID,Capsakid,カプサイジ,Pimito,Chilingel,Capsakid,Capsakid,캡싸이,熱辣娃,热辣娃
NAME_PkMn_SCOVILLAIN,Scovillain,スコヴィラン,Scovilain,Halupenjo,Scovillain,Scovillain,스코빌런,狠辣椒,狠辣椒
NAME_PkMn_RELLOR,Rellor,シガロコ,Léboulérou,Relluk,Rellor,Rellor,구르데,蟲滾泥,虫滚泥
NAME_PkMn_RABSCA,Rabsca,ベラカス,Bérasca,Skarabaks,Rabsca,Rabsca,베라카스,蟲甲聖,虫甲圣
NAME_PkMn_FLITTLE,Flittle,ヒラヒナ,Flotillon,Flattutu,Flittle,Flittle,하느라기,飄飄雛,飘飘雏
NAME_PkMn_ESPATHRA,Espathra,クエスパトラ,Cléopsytra,Psiopatra,Espathra,Espathra,클레스퍼트라,超能艷鴕,超能艳鸵
NAME_PkMn_TINKATINK,Tinkatink,カヌチャン,Forgerette,Forgita,Tinkatink,Tinkatink,어리짱,小鍛匠,小锻匠
NAME_PkMn_TINKATUFF,Tinkatuff,ナカヌチャン,Forgella,Tafforgita,Tinkatuff,Tinkatuff,벼리짱,巧鍛匠,巧锻匠
NAME_PkMn_TINKATON,Tinkaton,デカヌチャン,Forgelina,Granforgita,Tinkaton,Tinkaton,두드리짱,巨鍛匠,巨锻匠
NAME_PkMn_WIGLETT,Wiglett,ウミディグダ,Taupikeau,Schligda,Wiglett,Wiglett,바다그다,海地鼠,海地鼠
NAME_PkMn_WUGTRIO,Wugtrio,ウミトリオ,Triopikeau,Schligdri,Wugtrio,Wugtrio,바닥트리오,三海地鼠,三海地鼠
NAME_PkMn_BOMBIRDIER,Bombirdier,オトシドリ,Lestombaile,Adebom,Bombirdier,Bombirdier,떨구새,下石鳥,下石鸟
NAME_PkMn_FINIZEN,Finizen,ナミイルカ,Dofin,Normifin,Finizen,Finizen,맨돌핀,波普海豚,波普海豚
NAME_PkMn_PALAFIN,Palafin,イルカマン,Superdofin,Delfinator,Palafin,Palafin,돌핀맨,海豚俠,海豚侠
NAME_PkMn_VAROOM,Varoom,ブロロン,Vrombi,Knattox,Varoom,Varoom,부르롱,噗隆隆,噗隆隆
NAME_PkMn_REVAVROOM,Revavroom,ブロロローム,Vrombotor,Knattatox,Revavroom,Revavroom,부르르룸,普隆隆姆,普隆隆姆
NAME_PkMn_CYCLIZAR,Cyclizar,モトトカゲ,Motorizard,Mopex,Cyclizar,Cyclizar,모토마,摩托蜥,摩托蜥
NAME_PkMn_ORTHWORM,Orthworm,ミミズズ,Ferdeter,Schlurm,Orthworm,Orthworm,꿈트렁,拖拖蚓,拖拖蚓
NAME_PkMn_GLIMMET,Glimmet,キラーメ,Germéclat,Lumispross,Glimmet,Glimmet,초롱순,晶光芽,晶光芽
NAME_PkMn_GLIMMORA,Glimmora,キラフロル,Floréclat,Lumiflora,Glimmora,Glimmora,킬라플로르,晶光花,晶光花
NAME_PkMn_GREAVARD,Greavard,ボチ,Toutombe,Gruff,Greavard,Greavard,망망이,墓仔狗,墓仔狗
NAME_PkMn_HOUNDSTONE,Houndstone,ハカドッグ,Tomberro,Friedwuff,Houndstone,Houndstone,묘두기,墓揚犬,墓扬犬
